CODE,RG CODE,NB CODE,PLAYER,YEAR,TEAM,GP,MIN,PTS,FGM,FGA,FG%,3:00 PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,REB,AST,STL,BLK,TOV,PF,,PTS / G,REB / G,AST / G,STL / G,BLK / G,TOV / G,FG%,3P%,FT%,,RESULT
Vince Carter BKN 2006,Vince Carter,,Vince Carter,2006,BKN,11,449.8,326,113,244,0.463,14,58,0.241,86,108,0.796,16,61,77,58,20,6,26,34,,29.64,7.00,5.27,1.82,0.55,2.36,0.46,0.24,0.80,100.00,Conf Semis
Vince Carter BKN 2007,Vince Carter,,Vince Carter,2007,BKN,12,485.2,268,93,235,0.396,21,54,0.389,61,88,0.693,17,65,82,64,11,7,38,35,,22.33,6.83,5.33,0.92,0.58,3.17,0.40,0.39,0.69,100.00,Conf Semis
Vince Carter ORL 2010,Vince Carter,,Vince Carter,2010,ORL,14,479.5,217,74,184,0.402,12,51,0.235,57,69,0.826,9,50,59,32,12,3,22,50,,15.50,4.21,2.29,0.86,0.21,1.57,0.40,0.24,0.83,"1,000.00",Conf Finalist
Vince Carter DAL 2012,Vince Carter,,Vince Carter,2012,DAL,4,107,33,12,41,0.293,3,10,0.3,6,8,0.75,5,17,22,1,5,2,6,11,,8.25,5.50,0.25,1.25,0.50,1.50,0.29,0.30,0.75,10.00,First Round
Vince Carter DAL 2014,Vince Carter,,Vince Carter,2014,DAL,7,190.1,88,31,68,0.456,15,31,0.484,11,14,0.786,7,18,25,17,3,2,6,12,,12.57,3.57,2.43,0.43,0.29,0.86,0.46,0.48,0.79,10.00,First Round
Vince Carter MEM 2015,Vince Carter,,Vince Carter,2015,MEM,11,195.8,69,27,67,0.403,7,28,0.25,8,9,0.889,13,34,47,11,7,2,7,17,,6.27,4.27,1.00,0.64,0.18,0.64,0.40,0.25,0.89,100.00,Conf Semis
Vince Carter MEM 2016,Vince Carter,,Vince Carter,2016,MEM,4,90.8,45,15,33,0.455,7,10,0.7,8,8,1,5,10,15,5,2,1,3,9,,11.25,3.75,1.25,0.50,0.25,0.75,0.45,0.70,1.00,10.00,First Round
Vince Carter MEM 2017,Vince Carter,,Vince Carter,2017,MEM,6,194.7,55,20,42,0.476,8,20,0.4,7,7,1,4,16,20,9,2,0,10,15,,9.17,3.33,1.50,0.33,0.00,1.67,0.48,0.40,1.00,10.00,First Round
Vincent Askew GSW 1991,Vincent Askew,,Vincent Askew,1991,GSW,6,41,15,6,15,0.4,0,0,0,3,6,0.5,5,6,11,2,2,0,0,6,,2.50,1.83,0.33,0.33,0.00,0.00,0.40,0.00,0.50,100.00,Conf Semis
Vincent Askew GSW 1992,Vincent Askew,,Vincent Askew,1992,GSW,4,30,2,1,8,0.125,0,0,0,0,0,0,3,1,4,5,0,0,2,3,,0.50,1.00,1.25,0.00,0.00,0.50,0.13,0.00,0.00,10.00,First Round
Vincent Askew OKC 1993,Vincent Askew,,Vincent Askew,1993,OKC,12,103,62,23,41,0.561,0,0,0,16,23,0.696,10,9,19,9,1,1,7,12,,5.17,1.58,0.75,0.08,0.08,0.58,0.56,0.00,0.70,"1,000.00",Conf Finalist
Vincent Askew OKC 1994,Vincent Askew,,Vincent Askew,1994,OKC,5,95,36,10,28,0.357,0,1,0,16,19,0.842,2,4,6,9,2,0,2,10,,7.20,1.20,1.80,0.40,0.00,0.40,0.36,0.00,0.84,10.00,First Round
Vincent Askew OKC 1995,Vincent Askew,,Vincent Askew,1995,OKC,4,93,30,12,29,0.414,4,5,0.8,2,3,0.667,11,4,15,8,3,0,3,14,,7.50,3.75,2.00,0.75,0.00,0.75,0.41,0.80,0.67,10.00,First Round
Vincent Askew OKC 1996,Vincent Askew,,Vincent Askew,1996,OKC,19,345,71,24,70,0.343,6,23,0.261,17,28,0.607,5,36,41,26,13,8,28,50,,3.74,2.16,1.37,0.68,0.42,1.47,0.34,0.26,0.61,"10,000.00",Finalist
Vincent Poirier BOS 2020,Vincent Poirier,,Vincent Poirier,2020,BOS,1,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,"1,000.00",Conf Finalist
Vinnie Johnson OKC 1980,Vinnie Johnson,,Vinnie Johnson,1980,OKC,5,12,2,1,3,0.333,0,0,0,0,0,0,0,2,2,2,1,0,0,1,,0.40,0.40,0.40,0.20,0.00,0.00,0.33,0.00,0.00,"1,000.00",Conf Finalist
Vinnie Johnson DET 1984,Vinnie Johnson,,Vinnie Johnson,1984,DET,5,132,51,17,46,0.37,0,1,0,17,19,0.895,5,9,14,12,1,1,4,9,,10.20,2.80,2.40,0.20,0.20,0.80,0.37,0.00,0.89,10.00,First Round
Vinnie Johnson DET 1985,Vinnie Johnson,,Vinnie Johnson,1985,DET,9,235,128,53,103,0.515,0,3,0,22,28,0.786,15,12,27,29,6,1,15,24,,14.22,3.00,3.22,0.67,0.11,1.67,0.51,0.00,0.79,100.00,Conf Semis
Vinnie Johnson DET 1986,Vinnie Johnson,,Vinnie Johnson,1986,DET,4,85,51,22,49,0.449,0,3,0,7,13,0.538,8,9,17,11,3,0,5,9,,12.75,4.25,2.75,0.75,0.00,1.25,0.45,0.00,0.54,10.00,First Round
Vinnie Johnson DET 1987,Vinnie Johnson,,Vinnie Johnson,1987,DET,15,388,221,95,207,0.459,0,2,0,31,36,0.861,20,24,44,62,9,4,23,33,,14.73,2.93,4.13,0.60,0.27,1.53,0.46,0.00,0.86,"1,000.00",Conf Finalist
Vinnie Johnson DET 1988,Vinnie Johnson,,Vinnie Johnson,1988,DET,23,477,236,101,239,0.423,1,7,0.143,33,50,0.66,35,40,75,43,17,4,21,47,,10.26,3.26,1.87,0.74,0.17,0.91,0.42,0.14,0.66,"10,000.00",Finalist
Vinnie Johnson DET 1989,Vinnie Johnson,,Vinnie Johnson,1989,DET,17,372,239,91,200,0.455,10,24,0.417,47,62,0.758,16,29,45,43,4,3,21,32,,14.06,2.65,2.53,0.24,0.18,1.24,0.46,0.42,0.76,"100,000.00",Champion
Vinnie Johnson DET 1990,Vinnie Johnson,,Vinnie Johnson,1990,DET,20,463,206,85,184,0.462,2,7,0.286,34,43,0.791,28,28,56,54,8,4,31,38,,10.30,2.80,2.70,0.40,0.20,1.55,0.46,0.29,0.79,"100,000.00",Champion
Vinnie Johnson DET 1991,Vinnie Johnson,,Vinnie Johnson,1991,DET,15,438,228,102,220,0.464,2,13,0.154,22,31,0.71,37,39,76,43,11,4,17,33,,15.20,5.07,2.87,0.73,0.27,1.13,0.46,0.15,0.71,"1,000.00",Conf Finalist
Vinnie Johnson SAS 1992,Vinnie Johnson,,Vinnie Johnson,1992,SAS,3,69,25,11,24,0.458,2,4,0.5,1,2,0.5,3,5,8,7,5,1,5,7,,8.33,2.67,2.33,1.67,0.33,1.67,0.46,0.50,0.50,10.00,First Round
Vinny Del Negro SAS 1993,Vinny Del Negro,,Vinny Del Negro,1993,SAS,8,112,40,17,38,0.447,2,9,0.222,4,4,1,6,13,19,24,1,1,3,13,,5.00,2.38,3.00,0.13,0.13,0.38,0.45,0.22,1.00,100.00,Conf Semis
Vinny Del Negro SAS 1994,Vinny Del Negro,,Vinny Del Negro,1994,SAS,4,93,29,12,27,0.444,2,4,0.5,3,5,0.6,1,6,7,18,1,0,6,6,,7.25,1.75,4.50,0.25,0.00,1.50,0.44,0.50,0.60,10.00,First Round
Vinny Del Negro SAS 1995,Vinny Del Negro,,Vinny Del Negro,1995,SAS,15,382,131,51,118,0.432,9,20,0.45,20,24,0.833,4,28,32,37,8,2,16,23,,8.73,2.13,2.47,0.53,0.13,1.07,0.43,0.45,0.83,"1,000.00",Conf Finalist
Vinny Del Negro SAS 1996,Vinny Del Negro,,Vinny Del Negro,1996,SAS,10,379,143,57,124,0.46,16,27,0.593,13,19,0.684,4,22,26,29,13,3,6,19,,14.30,2.60,2.90,1.30,0.30,0.60,0.46,0.59,0.68,100.00,Conf Semis
Vinny Del Negro SAS 1998,Vinny Del Negro,,Vinny Del Negro,1998,SAS,9,283,96,39,81,0.481,2,10,0.2,16,17,0.941,2,22,24,29,8,0,13,30,,10.67,2.67,3.22,0.89,0.00,1.44,0.48,0.20,0.94,100.00,Conf Semis
Vinny Del Negro MIL 2000,Vinny Del Negro,,Vinny Del Negro,2000,MIL,5,93,26,13,30,0.433,0,2,0,0,0,0,0,8,8,9,3,0,3,4,,5.20,1.60,1.80,0.60,0.00,0.60,0.43,0.00,0.00,10.00,First Round
Vinny Del Negro PHX 2001,Vinny Del Negro,,Vinny Del Negro,2001,PHX,3,26,8,4,7,0.571,0,0,0,0,0,0,0,2,2,5,0,0,0,2,,2.67,0.67,1.67,0.00,0.00,0.00,0.57,0.00,0.00,10.00,First Round
Vitaly Potapenko CLE 1998,Vitaly Potapenko,,Vitaly Potapenko,1998,CLE,4,70,17,6,15,0.4,0,0,0,5,10,0.5,3,8,11,3,2,0,6,8,,4.25,2.75,0.75,0.50,0.00,1.50,0.40,0.00,0.50,10.00,First Round
Vitaly Potapenko OKC 2005,Vitaly Potapenko,,Vitaly Potapenko,2005,OKC,5,37,10,5,10,0.5,0,0,0,0,0,0,3,4,7,0,0,0,0,8,,2.00,1.40,0.00,0.00,0.00,0.00,0.50,0.00,0.00,100.00,Conf Semis
Vitaly Potapenko SAC 2006,Vitaly Potapenko,,Vitaly Potapenko,2006,SAC,4,9.5,4,2,4,0.5,0,0,0,0,0,0,1,0,1,0,1,0,0,2,,1.00,0.25,0.00,0.25,0.00,0.00,0.50,0.00,0.00,10.00,First Round
Vlade Divac LAL 1990,Vlade Divac,,Vlade Divac,1990,LAL,9,175,82,32,44,0.727,1,2,0.5,17,19,0.895,16,32,48,10,8,15,13,27,,9.11,5.33,1.11,0.89,1.67,1.44,0.73,0.50,0.89,100.00,Conf Semis
Vlade Divac LAL 1991,Vlade Divac,,Vlade Divac,1991,LAL,19,609,252,97,172,0.564,1,6,0.167,57,71,0.803,49,78,127,21,27,41,41,65,,13.26,6.68,1.11,1.42,2.16,2.16,0.56,0.17,0.80,"10,000.00",Finalist
Vlade Divac LAL 1992,Vlade Divac,,Vlade Divac,1992,LAL,4,143,39,15,43,0.349,0,2,0,9,10,0.9,6,16,22,15,5,3,18,17,,9.75,5.50,3.75,1.25,0.75,4.50,0.35,0.00,0.90,10.00,First Round
Vlade Divac LAL 1993,Vlade Divac,,Vlade Divac,1993,LAL,5,167,90,37,74,0.5,4,9,0.444,12,22,0.545,17,30,47,28,6,12,11,22,,18.00,9.40,5.60,1.20,2.40,2.20,0.50,0.44,0.55,10.00,First Round
Vlade Divac LAL 1995,Vlade Divac,,Vlade Divac,1995,LAL,10,388,156,57,122,0.467,2,9,0.222,40,62,0.645,34,51,85,31,8,13,28,44,,15.60,8.50,3.10,0.80,1.30,2.80,0.47,0.22,0.65,100.00,Conf Semis
Vlade Divac LAL 1996,Vlade Divac,,Vlade Divac,1996,LAL,4,115,36,15,35,0.429,1,5,0.2,5,8,0.625,11,19,30,8,0,5,8,10,,9.00,7.50,2.00,0.00,1.25,2.00,0.43,0.20,0.63,10.00,First Round
Vlade Divac CHA 1997,Vlade Divac,,Vlade Divac,1997,CHA,3,116,54,21,46,0.457,0,3,0,12,15,0.8,13,13,26,10,3,6,6,11,,18.00,8.67,3.33,1.00,2.00,2.00,0.46,0.00,0.80,10.00,First Round
Vlade Divac CHA 1998,Vlade Divac,,Vlade Divac,1998,CHA,9,345,104,42,87,0.483,0,1,0,20,33,0.606,25,73,98,31,7,14,22,34,,11.56,10.89,3.44,0.78,1.56,2.44,0.48,0.00,0.61,100.00,Conf Semis
Vlade Divac SAC 1999,Vlade Divac,,Vlade Divac,1999,SAC,5,198,81,25,56,0.446,1,5,0.2,30,36,0.833,9,41,50,23,8,4,19,17,,16.20,10.00,4.60,1.60,0.80,3.80,0.45,0.20,0.83,10.00,First Round
Vlade Divac SAC 2000,Vlade Divac,,Vlade Divac,2000,SAC,5,160,56,20,56,0.357,0,2,0,16,23,0.696,9,27,36,14,7,4,9,22,,11.20,7.20,2.80,1.40,0.80,1.80,0.36,0.00,0.70,10.00,First Round
Vlade Divac SAC 2001,Vlade Divac,,Vlade Divac,2001,SAC,8,225,86,28,80,0.35,1,3,0.333,29,38,0.763,20,47,67,19,8,12,18,25,,10.75,8.38,2.38,1.00,1.50,2.25,0.35,0.33,0.76,100.00,Conf Semis
Vlade Divac SAC 2002,Vlade Divac,,Vlade Divac,2002,SAC,16,535,216,70,151,0.464,2,7,0.286,74,98,0.755,46,103,149,27,18,20,37,76,,13.50,9.31,1.69,1.13,1.25,2.31,0.46,0.29,0.76,"1,000.00",Conf Finalist
Vlade Divac SAC 2003,Vlade Divac,,Vlade Divac,2003,SAC,12,317,137,51,91,0.56,0,0,0,35,52,0.673,30,39,69,27,8,11,16,38,,11.42,5.75,2.25,0.67,0.92,1.33,0.56,0.00,0.67,100.00,Conf Semis
Vlade Divac SAC 2004,Vlade Divac,,Vlade Divac,2004,SAC,12,235,79,31,71,0.437,0,0,0,17,23,0.739,22,37,59,22,4,5,14,31,,6.58,4.92,1.83,0.33,0.42,1.17,0.44,0.00,0.74,100.00,Conf Semis
Vladimir Radmanovic OKC 2002,Vladimir Radmanovic,,Vladimir Radmanovic,2002,OKC,5,113,38,14,32,0.438,7,13,0.538,3,3,1,6,12,18,5,1,1,5,11,,7.60,3.60,1.00,0.20,0.20,1.00,0.44,0.54,1.00,10.00,First Round
Vladimir Radmanovic OKC 2005,Vladimir Radmanovic,,Vladimir Radmanovic,2005,OKC,6,122,32,13,35,0.371,5,21,0.238,1,2,0.5,1,17,18,3,4,3,6,9,,5.33,3.00,0.50,0.67,0.50,1.00,0.37,0.24,0.50,100.00,Conf Semis
Vladimir Radmanovic LAC 2006,Vladimir Radmanovic,,Vladimir Radmanovic,2006,LAC,12,246,97,31,66,0.47,19,41,0.463,16,23,0.696,9,39,48,13,7,6,8,35,,8.08,4.00,1.08,0.58,0.50,0.67,0.47,0.46,0.70,100.00,Conf Semis
Vladimir Radmanovic LAL 2008,Vladimir Radmanovic,,Vladimir Radmanovic,2008,LAL,21,480.6,168,67,151,0.444,29,78,0.372,5,6,0.833,23,57,80,31,13,1,21,56,,8.00,3.81,1.48,0.62,0.05,1.00,0.44,0.37,0.83,"10,000.00",Finalist
Vladimir Radmanovic ATL 2012,Vladimir Radmanovic,,Vladimir Radmanovic,2012,ATL,2,15.3,0,0,4,0,0,3,0,0,0,0,0,1,1,1,0,0,0,3,,0.00,0.50,0.50,0.00,0.00,0.00,0.00,0.00,0.00,10.00,First Round
Vladimir Radmanovic CHI 2013,Vladimir Radmanovic,,Vladimir Radmanovic,2013,CHI,1,10.2,9,3,3,1,3,3,1,0,0,0,0,0,0,1,2,0,1,1,,9.00,0.00,1.00,2.00,0.00,1.00,1.00,1.00,0.00,100.00,Conf Semis
Vlatko Cancar DEN 2021,Vlatko Cancar,Vlatko Cancar,Vlatko Cancar,2021,DEN,5,20.8,11,3,3,1,1,1,1,4,5,0.8,0,3,3,1,1,1,1,0,,2.20,0.60,0.20,0.20,0.20,0.20,1.00,1.00,0.80,100.00,Conf Semis
Vlatko Cancar DEN 2022,Vlatko Cancar,Vlatko Cancar,Vlatko Cancar,2022,DEN,2,8.6,5,2,3,0.667,1,2,0.5,0,0,0,0,2,2,1,0,0,2,0,,2.50,1.00,0.50,0.00,0.00,1.00,0.67,0.50,0.00,10.00,First Round
Vlatko Cancar DEN 2023,Vlatko Cancar,Vlatko Cancar,Vlatko Cancar,2023,DEN,5,10.1,0,0,5,0,0,4,0,0,0,0,0,3,3,1,0,0,0,0,,0.00,0.60,0.20,0.00,0.00,0.00,0.00,0.00,0.00,"100,000.00",Champion
Von Wafer HOU 2009,Von Wafer,,Von Wafer,2009,HOU,13,180.8,106,39,92,0.424,9,22,0.409,19,22,0.864,0,12,12,9,2,1,11,11,,8.15,0.92,0.69,0.15,0.08,0.85,0.42,0.41,0.86,100.00,Conf Semis
Von Wafer BOS 2011,Von Wafer,,Von Wafer,2011,BOS,3,5.2,0,0,2,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,Conf Semis
Von Wafer ORL 2012,Von Wafer,,Von Wafer,2012,ORL,1,6,6,3,5,0.6,0,0,0,0,0,0,0,1,1,0,0,0,1,1,,6.00,1.00,0.00,0.00,0.00,1.00,0.60,0.00,0.00,10.00,First Round
Vonteego Cummings PHI 2002,Vonteego Cummings,,Vonteego Cummings,2002,PHI,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,First Round
Voshon Lenard MIA 1997,Voshon Lenard,,Voshon Lenard,1997,MIA,17,548,194,63,155,0.406,36,91,0.396,32,37,0.865,12,38,50,36,11,3,30,49,,11.41,2.94,2.12,0.65,0.18,1.76,0.41,0.40,0.86,"1,000.00",Conf Finalist
Voshon Lenard MIA 1998,Voshon Lenard,,Voshon Lenard,1998,MIA,5,186,72,24,52,0.462,9,26,0.346,15,20,0.75,1,18,19,7,1,2,11,20,,14.40,3.80,1.40,0.20,0.40,2.20,0.46,0.35,0.75,10.00,First Round
Voshon Lenard MIA 1999,Voshon Lenard,,Voshon Lenard,1999,MIA,4,57,37,12,22,0.545,9,14,0.643,4,4,1,0,1,1,3,0,1,1,4,,9.25,0.25,0.75,0.00,0.25,0.25,0.55,0.64,1.00,10.00,First Round
Voshon Lenard DEN 2004,Voshon Lenard,,Voshon Lenard,2004,DEN,5,161,85,32,75,0.427,11,24,0.458,10,14,0.714,4,9,13,12,4,0,9,13,,17.00,2.60,2.40,0.80,0.00,1.80,0.43,0.46,0.71,10.00,First Round
Wade Baldwin MEM 2017,Wade Baldwin IV,,Wade Baldwin,2017,MEM,3,12.4,2,0,1,0,0,0,0,2,2,1,1,3,4,2,0,0,0,3,,0.67,1.33,0.67,0.00,0.00,0.00,0.00,0.00,1.00,10.00,First Round
Wade Baldwin POR 2018,Wade Baldwin IV,,Wade Baldwin,2018,POR,4,19.1,4,1,4,0.25,1,1,1,1,2,0.5,0,3,3,3,1,1,3,1,,1.00,0.75,0.75,0.25,0.25,0.75,0.25,1.00,0.50,10.00,First Round
Wah Wah Jones INO 1950,Wah Wah Jones,,Wah Wah Jones,1950,INO,5,0,73,22,73,0.301,,,,29,34,0.853,,,0,22,,,,26,,14.60,0.00,4.40,0.00,0.00,0.00,0.30,0.00,0.85,"1,000.00",Conf Finalist
Wah Wah Jones INO 1952,Wah Wah Jones,,Wah Wah Jones,1952,INO,1,8,2,1,3,0.333,,,,0,0,0,,,0,0,,,,2,,2.00,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.00,100.00,Conf Semis
Wali Jones WAS 1965,Wali Jones,,Wali Jones,1965,WAS,10,162,73,29,63,0.46,,,,15,20,0.75,,,20,18,,,,28,,7.30,2.00,1.80,0.00,0.00,0.00,0.46,0.00,0.75,"1,000.00",Conf Finalist
Wali Jones PHI 1966,Wali Jones,,Wali Jones,1966,PHI,5,156,65,25,77,0.325,,,,15,22,0.682,,,15,18,,,,18,,13.00,3.00,3.60,0.00,0.00,0.00,0.32,0.00,0.68,"1,000.00",Conf Finalist
Wali Jones PHI 1967,Wali Jones,,Wali Jones,1967,PHI,15,476,263,109,244,0.447,,,,45,58,0.776,,,42,61,,,,58,,17.53,2.80,4.07,0.00,0.00,0.00,0.45,0.00,0.78,"100,000.00",Champion
Wali Jones PHI 1968,Wali Jones,,Wali Jones,1968,PHI,13,387,183,69,193,0.358,,,,45,57,0.789,,,31,39,,,,48,,14.08,2.38,3.00,0.00,0.00,0.00,0.36,0.00,0.79,"1,000.00",Conf Finalist
Wali Jones PHI 1969,Wali Jones,,Wali Jones,1969,PHI,5,103,32,12,45,0.267,,,,8,10,0.8,,,16,9,,,,17,,6.40,3.20,1.80,0.00,0.00,0.00,0.27,0.00,0.80,100.00,Conf Semis
Wali Jones PHI 1970,Wali Jones,,Wali Jones,1970,PHI,5,160,79,34,65,0.523,,,,11,14,0.786,,,11,24,,,,16,,15.80,2.20,4.80,0.00,0.00,0.00,0.52,0.00,0.79,100.00,Conf Semis
Wali Jones PHI 1971,Wali Jones,,Wali Jones,1971,PHI,7,115,48,19,52,0.365,,,,10,13,0.769,,,12,11,,,,22,,6.86,1.71,1.57,0.00,0.00,0.00,0.37,0.00,0.77,100.00,Conf Semis
Wali Jones MIL 1972,Wali Jones,,Wali Jones,1972,MIL,9,200,90,36,82,0.439,,,,18,21,0.857,,,18,20,,,,27,,10.00,2.00,2.22,0.00,0.00,0.00,0.44,0.00,0.86,"1,000.00",Conf Finalist
Wali Jones PHI 1976,Wali Jones,,Wali Jones,1976,PHI,1,2,0,0,0,0,,,,0,0,0,0,1,1,2,0,0,,0,,0.00,1.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,First Round
Walker Russell Sr DET 1988,"Walker Russell, Sr.",,Walker Russell Sr,1988,DET,7,10,6,2,5,0.4,0,0,0,2,2,1,0,0,0,1,1,0,1,1,,0.86,0.00,0.14,0.14,0.00,0.14,0.40,0.00,1.00,"10,000.00",Finalist
Wallace Bryant DAL 1985,Wallace Bryant,,Wallace Bryant,1985,DAL,2,36,2,0,1,0,0,0,0,2,2,1,1,6,7,1,1,1,2,5,,1.00,3.50,0.50,0.50,0.50,1.00,0.00,0.00,1.00,10.00,First Round
Wally Osterkorn PHI 1952,Wally Osterkorn,,Wally Osterkorn,1952,PHI,7,249,74,23,67,0.343,,,,28,47,0.596,,,57,20,,,,32,,10.57,8.14,2.86,0.00,0.00,0.00,0.34,0.00,0.60,"1,000.00",Conf Finalist
Wally Osterkorn PHI 1953,Wally Osterkorn,,Wally Osterkorn,1953,PHI,2,42,9,4,9,0.444,,,,1,3,0.333,,,4,2,,,,11,,4.50,2.00,1.00,0.00,0.00,0.00,0.44,0.00,0.33,100.00,Conf Semis
Wally Osterkorn PHI 1954,Wally Osterkorn,,Wally Osterkorn,1954,PHI,13,542,140,45,122,0.369,,,,50,90,0.556,,,125,37,,,,40,,10.77,9.62,2.85,0.00,0.00,0.00,0.37,0.00,0.56,"10,000.00",Finalist
Wally Osterkorn PHI 1955,Wally Osterkorn,,Wally Osterkorn,1955,PHI,11,75,35,11,34,0.324,,,,13,17,0.765,,,21,11,,,,14,,3.18,1.91,1.00,0.00,0.00,0.00,0.32,0.00,0.76,"100,000.00",Champion
Wally Szczerbiak MIN 2000,Wally Szczerbiak,,Wally Szczerbiak,2000,MIN,4,94,24,12,30,0.4,0,3,0,0,0,0,2,6,8,2,3,1,1,7,,6.00,2.00,0.50,0.75,0.25,0.25,0.40,0.00,0.00,10.00,First Round
Wally Szczerbiak MIN 2001,Wally Szczerbiak,,Wally Szczerbiak,2001,MIN,4,143,56,18,37,0.486,0,1,0,20,25,0.8,4,14,18,10,5,3,12,6,,14.00,4.50,2.50,1.25,0.75,3.00,0.49,0.00,0.80,10.00,First Round
Wally Szczerbiak MIN 2002,Wally Szczerbiak,,Wally Szczerbiak,2002,MIN,3,131,60,21,44,0.477,2,9,0.222,16,18,0.889,9,12,21,6,2,0,8,8,,20.00,7.00,2.00,0.67,0.00,2.67,0.48,0.22,0.89,10.00,First Round
Wally Szczerbiak MIN 2003,Wally Szczerbiak,,Wally Szczerbiak,2003,MIN,6,251,87,29,61,0.475,3,14,0.214,26,30,0.867,6,24,30,13,6,1,18,19,,14.50,5.00,2.17,1.00,0.17,3.00,0.48,0.21,0.87,10.00,First Round
Wally Szczerbiak MIN 2004,Wally Szczerbiak,,Wally Szczerbiak,2004,MIN,12,299,142,47,112,0.42,10,29,0.345,38,41,0.927,9,30,39,20,6,2,24,31,,11.83,3.25,1.67,0.50,0.17,2.00,0.42,0.34,0.93,"1,000.00",Conf Finalist
Wally Szczerbiak CLE 2008,Wally Szczerbiak,,Wally Szczerbiak,2008,CLE,13,373.9,140,47,125,0.376,20,62,0.323,26,28,0.929,4,19,23,19,2,1,10,32,,10.77,1.77,1.46,0.15,0.08,0.77,0.38,0.32,0.93,100.00,Conf Semis
Wally Szczerbiak CLE 2009,Wally Szczerbiak,,Wally Szczerbiak,2009,CLE,12,154.4,43,16,36,0.444,2,12,0.167,9,11,0.818,8,20,28,7,2,1,9,19,,3.58,2.33,0.58,0.17,0.08,0.75,0.44,0.17,0.82,"1,000.00",Conf Finalist
Wally Walker POR 1977,Wally Walker,,Wally Walker,1977,POR,10,83,43,20,36,0.556,,,,3,7,0.429,2,5,7,8,3,0,,20,,4.30,0.70,0.80,0.30,0.00,0.00,0.56,0.00,0.43,"100,000.00",Champion
Wally Walker OKC 1978,Wally Walker,,Wally Walker,1978,OKC,20,261,93,36,85,0.424,,,,21,26,0.808,20,18,38,12,8,4,18,51,,4.65,1.90,0.60,0.40,0.20,0.90,0.42,0.00,0.81,"10,000.00",Finalist
Wally Walker OKC 1979,Wally Walker,,Wally Walker,1979,OKC,13,85,14,6,16,0.375,,,,2,4,0.5,7,10,17,2,0,0,4,19,,1.08,1.31,0.15,0.00,0.00,0.31,0.38,0.00,0.50,"100,000.00",Champion
Wally Walker OKC 1980,Wally Walker,,Wally Walker,1980,OKC,13,157,54,18,35,0.514,0,0,0,18,24,0.75,15,14,29,7,1,3,5,20,,4.15,2.23,0.54,0.08,0.23,0.38,0.51,0.00,0.75,"1,000.00",Conf Finalist
Wally Walker OKC 1982,Wally Walker,,Wally Walker,1982,OKC,8,157,39,19,45,0.422,0,0,0,1,4,0.25,12,20,32,15,4,4,7,26,,4.88,4.00,1.88,0.50,0.50,0.88,0.42,0.00,0.25,100.00,Conf Semis
Walt Bellamy WAS 1965,Walt Bellamy,,Walt Bellamy,1965,WAS,10,427,209,74,158,0.468,,,,61,92,0.663,,,151,34,,,,38,,20.90,15.10,3.40,0.00,0.00,0.00,0.47,0.00,0.66,"1,000.00",Conf Finalist
Walt Bellamy NYK 1967,Walt Bellamy,,Walt Bellamy,1967,NYK,4,157,73,28,54,0.519,,,,17,29,0.586,,,66,12,,,,15,,18.25,16.50,3.00,0.00,0.00,0.00,0.52,0.00,0.59,100.00,Conf Semis
Walt Bellamy NYK 1968,Walt Bellamy,,Walt Bellamy,1968,NYK,6,277,120,45,107,0.421,,,,30,48,0.625,,,96,21,,,,22,,20.00,16.00,3.50,0.00,0.00,0.00,0.42,0.00,0.63,100.00,Conf Semis
Walt Bellamy ATL 1970,Walt Bellamy,,Walt Bellamy,1970,ATL,9,368,151,59,126,0.468,,,,33,46,0.717,,,140,35,,,,32,,16.78,15.56,3.89,0.00,0.00,0.00,0.47,0.00,0.72,"1,000.00",Conf Finalist
Walt Bellamy ATL 1971,Walt Bellamy,,Walt Bellamy,1971,ATL,5,216,104,41,69,0.594,,,,22,29,0.759,,,72,10,,,,16,,20.80,14.40,2.00,0.00,0.00,0.00,0.59,0.00,0.76,100.00,Conf Semis
Walt Bellamy ATL 1972,Walt Bellamy,,Walt Bellamy,1972,ATL,6,247,111,42,86,0.488,,,,27,43,0.628,,,82,11,,,,20,,18.50,13.67,1.83,0.00,0.00,0.00,0.49,0.00,0.63,100.00,Conf Semis
Walt Bellamy ATL 1973,Walt Bellamy,,Walt Bellamy,1973,ATL,6,247,82,34,86,0.395,,,,14,31,0.452,,,73,13,,,,17,,13.67,12.17,2.17,0.00,0.00,0.00,0.40,0.00,0.45,100.00,Conf Semis
Walt Budko BAL 1949,Walt Budko,,Walt Budko,1949,BAL,3,0,37,11,26,0.423,,,,15,19,0.789,,,0,4,,,,16,,12.33,0.00,1.33,0.00,0.00,0.00,0.42,0.00,0.79,100.00,Conf Semis
